Name;Str.;Hnr.;PLZ;Ort;Landkreis;Ansprechpartner;Tel.;Fax;E-Mail;Webseite;Kategorie;Angebote;"HTML-Inhalt ""weitere Infos""";lat;lng
GeriCoachin;-;-;23936;Grevesmühlen;;"Dr. Britta Borgwald";"01520 7539261";;projekt-demenz@awo-grevesmuehlen.de;;GeriCoach;"GeriCoach, Mobile Beratung, Angehörigengruppe";"<p>Unsere Dozentin ist als zertifizierte GeriCoachin und sowohl als Dozentin für Schulungen von Angehörigen von Menschen mit Demenz als auch für Qualifizierungen von Pflegekräften in Grevesmühlen und Landkreis Nordwestmecklenburg tätig.</p>";53.8600277;11.1906933
GeriCoachin;Hinterstraße;6a;18233;Neubukow;;"Katja Gehlert ";015209964313;;Katja-1102@web.de;;GeriCoach;"GeriCoach, Dozentinnen/Dozenten, Mobile Beratung, Angehörigengruppe";;54.0305819;11.6740182
Betreuungsservice-MV;"Tatow ";7c;23974;"Neuburg, OT Tatow";;;01628969517;;betreuungsservice-mv@outlook.de;http://www.Betreuungsservice-MV.de;"Unterstützung bei Pflegebegutachtung";"Unterstützung bei Pflegebegutachtung, Trauerbegleitung, Mobile Beratung, Schulung von Ehrenamtlichen, Demenzberatung, Einzelbetreuung, Entlastung von Pflegenden, Entlastung im Alltag bei der Haushaltsführung, Entlastung im Alltag durch individuelle Hilfen, Angehörigenschulung, Demenz Partner - Schulungen, Angebote für Senioren, Seniorenbegleiter, Einkaufsservice";"<p>Betreuungsservice-MV</p> <p>1. Demenz-Betreuung</p> <p>2. Entlastung pflegender Angehörige</p> <p>3. Unterstützende Haushaltsführung</p> <p>4. Einzelbetreuung</p> <p>5. Familienentlastung</p> <p>6. Fußpflege</p> <p style=""text-align: left;"">7. Sterbebegleitung</p> <p>Wir betreuen Kinder, Jugendliche und Senioren. Alle Menschen mit oder ohne einem Pflegegrad.</p> <p>Die Abrechnung kann über die Pflegekassen, Krankenkassen, Fachdienst Soziales oder über eine Privatrechnung erfolgen.</p> <p>Frau Sabrina Jahn leitet die mobile Fußpflege.</p>";53.940356;11.6408978
"Online-Selbsthilfe Angehörige demenziell erkrankter Menschen";"Bergstr. ";6;19260;Dersenow;;"Christel Prüßner";"038848 139007 und 0177 37 23 224";;selbsthilfe@christel-pruessner.de;;Selbsthilfe;Angehörigengruppe;"<p><span style=""text-decoration: underline;""><b>VIDEO-TREFFPUNKT für Angehörige demenziell erkrankter Menschen.</b></span><b><br /> </b>Bereits seit dem Frühsommer 2022 gibt es das bundesweite Angebot, sich mindestens 1x im Monat mit Menschen daheim am Bildschirm mit gleichfalls Betroffenen zusammenzusetzen. Erfahrungen auszutauschen, Erlebnisse mitzuteilen, das eigene Befinden mitzuteilen. Aber auch aus den Berichten der Anderen TIPPs mit zunehmen. &#8211; Inzwischen zählen auch Angehörige zu unseren Treffen, deren lange Zeit gepflegter Lebens- u. Ehepartner verstorben ist, sie haben so viel Erfahrung einzubringen, die sonst in keinem Ratgeber gesammelt werden könnte. Wir haben schon viel fröhlich lachen dürfen, aber auch so manche Träne durfte ohne Scham einfach ihren Weg nehmen.</p> <p>Wir treffen uns am ersten Sonntag im Monat, um 21 Uhr über das System &#8222;ZOOM&#8220;. Dieser Treffpunkt ist jedes Mal ab 20,30 Uhr geöffnet, so kann jeder in Ruhe kommen, den Computer oder das Smartphone noch ein wenig aus- und einrichten. Auch der erste Plausch über &#8222;dit &amp; dat&#8220; beginnt. Das offizielle Ende ist um 22.30Uhr. Doch die anschließenden 30 Minuten zum &#8222;Tschüs&#8220;-Sagen reichen eigentlich auch nicht wirklich aus.</p> <p>Es gibt <strong>keine Altersbegrenzung</strong> (aktuell sind wir zwischen 50 und 87 Jahre alt). &#8218;<br /> Wir sind <strong>kein Verein</strong> und darum werden auch <strong>keine Gebühren</strong> oä. erhoben.</p> <p>Aktuell sind wir eine überschaubare Runde von netten Menschen aus (tatsächlich!) ganz Deutschland. &#8211; Eine <strong>WhatsAPP-Gruppe</strong> für &#8222;Zwischendurch&#8220; hat auch längst vorhanden.</p> <p>Interessierte melden sich bitte bei Christel Prüßner und erhalten dann regelmäßig den Zugangscode für die monatlichen Treffen. &#8211; Wer einen Computer/Notebook mit Kamera und Laufsprecher/Kopfhörer besitzt oder ein Tablett oder ein Smartphone, kann recht leicht an den Treffen teilnehmen. Bei Bedarf wird aber gerne nach einer Extra-Verabredung bei der Einrichtung und beim Ausprobieren geholfen.</p> <p><b>Kontaktdaten: </b>Christel Prüßner &#8211; 038848 139 007  oder 0177 37 23 224<br /> <strong>eMail</strong>: selbsthilfe@christel-pruessner.de</p> <p>&nbsp;</p>";53.3783409;10.8879722
"Helferkreis im Mehrgenerationenhaus Neustrelitz";"Strelitzer Straße";30;17237;Neustrelitz;;"Marian Borgwardt";0151-15547381;;Borgwardt.M@diakonie-mse.de;;"Unterstützung im Alltag";"Betreuungsgruppe, Einzelbetreuung, Entlastung von Pflegenden";"<p><strong>Diakonie Mecklenburgische Seenplatte</strong></p> <p>Mehrgenerationenhaus Neustrelitz</p> <p>Strelitzer Straße 30</p> <p>17237 Neustrelitz</p>";53.3586991;13.0691273
"Pflegestützpunkt Waren";"Zum Amtsbrink";2;17192;"Waren (Müritz)";;;"0395 57087-2331";;pflegestuetzpunkt-waren@lk-seenplatte.de;https://www.PflegestuetzpunkteMV.de;Beratung;Pflegestützpunkt;"<table border=""0""> <tbody> <tr> <td> <h5><strong>Telefon:</strong></h5> </td> <td></td> <td> <h5><strong>Öffnungszeit:</strong></h5> </td> <td></td> <td></td> </tr> <tr> <td>Tel. Sozialberater 0395 57087-2331<br /> Tel. Pflegeberater 0395 57087-2332</td> <td></td> <td valign=""top"">Dienstag</td> <td valign=""top"">08:00 – 12:00 Uhr<br /> 13:00 – 17:30 Uhr</td> <td></td> </tr> <tr> <td></td> <td></td> <td valign=""top"">Donnerstag</td> <td>08:00 – 12:00 Uhr<br /> 13:00 – 16:00 Uhr</td> <td></td> </tr> <tr> <td>Mail:<br /> <a href=""mailto:pflegestuetzpunkt-waren@lk-seenplatte.de"">pflegestuetzpunkt-waren@lk-seenplatte.de</a></td> <td></td> <td colspan=""2"">sowie nach Vereinbarung, auf Wunsch auch bei Ihnen zu Hause</td> </tr> </tbody> </table>";53.5183084;12.6807322
"Nachbarschaftshelfer Bernhard Kersten";Mühlenstraße;36;17389;Anklam;;"Bernhard Kersten";"0151 23671881";;;;"Unterstützung im Alltag";Betreuungsgruppe;;53.8510463;13.6914378
"Haushalt PLUS | Betreuungsdienst Alexander Kletzin | Schönberg";"Grüner Weg";10a;23923;Schönberg;"LK Nordwestmecklenburg";"Manuela Kletzin";03882823034;;manuela.kletzin@haushalt.plus;https://www.unterstuetzung-alltag.de/;"Mobile Beratung";"Mobile Beratung, Pflegeberatung / Private Krankenversicherung, Einzelbetreuung, Entlastung von Pflegenden, Entlastung im Alltag bei der Haushaltsführung, Entlastung im Alltag durch individuelle Hilfen, Gedächtnistraining, Verhinderungspflege, Seniorenbegleiter, Fahrdienst, Einkaufsservice";"<p>Sprechzeiten:<br /> Montag &#8211; Donnerstag von 8 &#8211; 17 Uhr und Freitag von 8 &#8211; 14 Uhr</p> <p>Ansprechpartner: Manuela Kletzin 0176 &#8211; 624 929 03</p> <p><span class=""font-size-24 m-font-size-17"">Wir sind in ganz Nordwestmecklenburg für Sie da. In einem kostenfreien Erstgespräch klären wir, welche Angebote Sie nutzen möchten: </span></p> <ul class=""defaultList""> <li class=""size-24 m-size-17""><span class=""font-size-24 m-font-size-17"">Haushaltsnahe Dienstleistungen</span></li> <li class=""size-24 m-size-17""><span class=""font-size-24 m-font-size-17"">begleitete Fahrten zu Ärzten, privaten Terminen</span></li> <li class=""size-24 m-size-17""><span class=""font-size-24 m-font-size-17"">die stundenweise Betreuung und Begleitung</span></li> <li class=""size-24 m-size-17""><span class=""font-size-24 m-font-size-17"">Unterstützung bei Formalitäten und Anträgen</span></li> <li class=""size-24 m-size-17""><span class=""font-size-24 m-font-size-17"">das halbjährliche bzw. vierteljährliche Beratungsgespräch für die Pflegekasse</span></li> </ul> <p class=""size-24 m-size-17""><span class=""font-size-24 m-font-size-17"">Die Kosten für die Unterstützung im Alltag trägt die Pflegekasse über das Budget des Entlastungsbetrages oder der Verhinderungspflege. </span></p> <p>Nähere Informationen finden Sie auf unserer Homepage unter www.unterstuetzung-alltag.de</p>";53.8434238;10.943728
"Evangelische Beratungsstelle in Stralsund";Hans-Fallada-Straße;10;18435;Stralsund;"LK Vorpommern Rügen";;"03831 38 49 01";;beratungsdienste@kdw-hst.de;https://kdw-hst.de;Beratung;Demenzberatung;"<p>Wir sind eine familienorientierte Beratungsstelle und arbeiten innerhalb der Einrichtung mit ausgebildeten Fachkräften verschiedener Berufsgruppen.</p>";54.329821;13.055626
"Textilgestaltung Sabine Koch";Bischofstraße;5;17033;Neubrandenburg;;"Sabine Koch";015156917664;;textilgalerie.koch@web.de;https://www.textilgalerie-koch.de/;Demenzsimulator;Demenzsimulator;"<ul> <li>Anfertigung von Nesteldecken für Demente je nach Vorlieben des Erkrankten</li> </ul>";53.5541175;13.232921
"PIR Pflege in Rostock GmbH";Badstüberstraße;7;18055;Rostock;"KS Rostock";;"0381 45672910";;info@pflegeinrostock.de;https://www.pflegeinrostock.de;Pflege;"Tagespflege, Verhinderungspflege";"<p class=""reveal reveal-content reveal-after-nav revealed"">Die PIR Pflege in Rostock GmbH ist eine 100%ige Tochter der WIRO. Als größter Vermieter Rostocks ist die WIRO Profi, wenn es ums Wohnen geht.</p> <p class=""reveal reveal-content reveal-after-nav revealed"">Der Pflegedienst der Wohnfühlgesellschaft begleitet WIRO-Mieter und Rostocker und Rostockerinnen in Lebenslagen, in denen sie auf Hilfe angewiesen sind. Die vertraute Umgebung und das selbstbestimmte Leben im eigenen Zuhause trotz Alter, Krankheit oder Behinderung ist uns genauso wichtig wie unseren Kunden. Mit Hilfe unserer medizinischen Behandlungspflege, Grundpflege oder mit einer helfenden Hand im Haushalt unterstützen wir Sie dabei, solange wie möglich in den eigenen vier Wänden wohnen zu bleiben. Damit entlasten wir auch pflegende Angehörige, so dass sie Beruf und Betreuung ihrer Lieben besser organisieren können.</p>";54.0908363;12.1332332
"Tagespflege in Rostock-Reutershagen";Ernst-Thälmann-Straße;25;18069;Rostock;"KS Rostock";;"0381 45672910";;info@pflegeinrostock.de;https://www.pflegeinrostock.de;Pflege;Tagespflege;"<p>Vom Frühstück bis zum späten Nachmittag stehen montags bis freitags in der Ernst-Thälmann-Straße 25 im Stadtteil Reutershagen rund 20 Plätze zur Verfügung. Alle Gäste der Tagespflege werden von examinierten Pflegekräften und Pflegehelfern, Hauswirtschaftlern und Betreuern versorgt, so dass Angehörige Auszeiten nehmen können, in denen sie ihre Angehörigen in guten Händen wissen.</p> <p>Ein Fahrdienst holt sie ab und bringt sie wieder nach Hause. Der Tag in der Einrichtung wird abwechslungsreich gestaltet. Die Gesellschaft mit anderen, Spaziergänge und gemeinsame Mahlzeiten fördern Kommunikation und Selbstständigkeit. Zusammen wird gekocht und gesungen. Auch Gymnastik, kreatives Gestalten und Ausflüge werden angeboten.</p>";54.0991922;12.0788366
"Tagespflege Ohnesorgen";"Am Wäthering";16;17335;Strasburg;;;"039753 258852";;tagespflege.ohnesorgen@t-online.de;;Pflege;Tagespflege;;53.5004908;13.7304844
"Tagespflege ""Zum Schwaan"" Brüssow";Karl-Liebknecht-Platz;5;17326;Brüssow;"LK Vorpommern Greifswald";;"039742  870978";;kontakt@ihr-pflegepartner-um.de;http://www.ihr-pflegepartner-um.de/tagespflege.html;Pflege;Tagespflege;;53.3988256;14.1258782
"Seniorenbetreuung Antje Rutz";"Poseritz-Hof ";12;18574;Poseritz;;"Antje Rutz";0491629294135;;info@seniorenbetreuung-rutz.de;https://seniorenbetreuung-rutz.de/;"Unterstützung im Alltag";"Entlastung von Pflegenden, Entlastung im Alltag bei der Haushaltsführung, Entlastung im Alltag durch individuelle Hilfen, Vorleser, Angebote für Senioren, Seniorenbegleiter, Einkaufsservice";"<p>Sprechzeiten:</p> <p>Mo. &#8211; Fr. 8-18 Uhr</p> <p>&nbsp;</p> <p>Ansprechpartner: Antje Rutz</p> <p>01629294135</p> <p>Meine Hilfe und Unterstützung für ältere Menschen ist so vielfältig wie Ihre Wünsche und Bedürfnisse.</p> <p>Mit meiner mobilen Seniorenbetreuung entlaste ich den pflegenden Angehörigen.</p> <p>Ich übernehme Aufgaben wie zum Beispiel die Reinigung der Häuslichkeit, die Betreuung, Gesellschaft leisten sowie die Organisation im Alltag.</p> <p>&nbsp;</p>";54.3054612;13.2702279
"Netzwerk Demenz Parchim";"Alte Mauerstraße";25;19370;Parchim;;;"03871 6869150";;info@netzwerk-demenz-parchim.de;https://netzwerk-demenz-parchim.de/;Netzwerk;Demenzsimulator;;53.4252052;11.8513069
"Nägele Foto";"Zum Festplatz";23;23966;Wismar;;"Kurt Nägele";03841-2299110;;kn@naegelefoto.de;https://www.naegelefoto.de/;Betroffenengruppe;"Betroffenengruppe, Kunst";"<p><strong>Malkurs für Menschen mit Demenz</strong></p> <p>Das erste Mal findet der Kurs am 05.09.2024 statt. Melden Sie sich für weitere Details.</p>";53.8912;11.4318836
"Keramik Laden Anne Jahn";"Breite Str.";20;"23966 ";Wismar;;"Anne Jahn";"0176 29564290";;keramikladenannejahn@posteo.de;https://www.keramikladen-anne-jahn.de/;Angehörigengruppe;"Angehörigengruppe, Betroffenengruppe, Kunst";"<p><strong>Töpferkurse für Menschen mit Demenz und ihre Angehörigen</strong></p> <p>&nbsp;</p> <p>2024 wurde der erste Kurs durchgeführt. Da er so großen Anklang gefunden hat, sind für 2025 neue Kurse geplant.</p>";53.8937499;11.4628893
"Stadtgeschichtliches Museum der Hansestadt Wismar im Schabbell";Schweinsbrücke;6/8;23966;Wismar;"LK Nordwestmecklenburg";;"03841 2243110";;;https://www.wismar.de/Tourismus/Museum-SCHABBELL/Bildung-Vermittlung/Museumsf%C3%BChrung-f%C3%BCr-dementiell-beeintr%C3%A4chtigte-Menschen-und-Ihre-Angeh%C3%B6rigen.php?object=tx,2634.5&ModID=7&FID=2634.42943.1&NavID=2634.465&La=1;Museum;"Museum, Veranstaltungen";"<p><strong>Demenzsensible Führungen</strong></p> <p>Die Veranstaltung mit musikalischer Umrahmung und einem gemeinsamen Singen in einer gemütlichen Kaffee- und Kuchenrunde fördert die Erinnerungskultur. Dabei zeigt der Museumpädagoge ausgewählte Stücke. Damit sollen für demenzerkrankte Personen die Teilhabe an der Gesellschaft sichtbar gemacht und die Vermittlung von Erinnerungskultur im Alltags- und Lebensbezug unterstützt werden. Das Museum versteht dieses Projekt als Angebotserweiterung im Hinblick auf Willkommenskultur, kulturelle Teilhabe und biografisches Arbeiten innerhalb einer vielschichtigen Stadtbevölkerung.</p> <p>Jeden 2. Donnerstag im Monat von 15:30 &#8211; 16:30 Uhr.<br /> Bitte um Anmeldung.</p>";53.8949778;11.4661935
"Regina Masuch";"Dorfstraße ";23;18469;Karnin;"LK Vorpommern Rügen";"Regina Masuch";0174/1573725;;reginamasuch@t-online.de;;Demenzberatung;"Demenzberatung, Erinnerungstherapie, Veranstaltungen";"<p>Regina Masuch ist</p> <p>Heilpraktikerin für Psychotherapie</p> <ul> <li>Demenzsimulator Schulungen</li> <li>Vorträge, Weiterbildung</li> <li>Demensch (Karikaturen Peter Gayman)- Ausstellung Verleih</li> <li>Geschichten aus dem Leben mit Demenz &#8211; Gesprächsrunde mit der Kunst von Peter Gaymann</li> <li>Kommunikation bei Demenz bzw mit Menschen mit Demenz</li> <li>Demenz und Persönlichkeitsstörungen</li> <li>Demenz und Depression</li> <li>Erinnerungsbücher (gemeinsames Verfassen von Erinnerungsbüchern in mehreren Sitzungen)</li> </ul> <p>Bei Interesse und Fragen gern einfach unter angegeben Kontakten melden.</p>";54.3030274;12.7934314
"Volkssolidarität Tagespflege Reutershagen";"Etkar-Andre-Straße ";53a;18069;Rostock-Reutershagen;;;0381/8014720;;tagespflege@vs-hro.de;https://vs-hro.de/pflege-dienstleistungen/tagespflege-anna-fritz-rostock/;"Unterstützung bei Pflegebegutachtung";"Unterstützung bei Pflegebegutachtung, Beratungseinsatz/Beratungsbesuch, GeriCoach, Mobile Beratung, Demenzberatung";;54.0990657;12.0660968
"Agentur für Haushaltshilfe Nordwestmecklenburg";-;-;18055;Rostock;;;038814979380;;nordwestmecklenburg@agfh.de;https://www.agentur-fuer-haushaltshilfe.de/;"Unterstützung im Alltag";"Einzelbetreuung, Entlastung von Pflegenden, Entlastung im Alltag bei der Haushaltsführung, Entlastung im Alltag durch individuelle Hilfen, Seniorenbegleiter, Einkaufsservice";"<p>Anbieter von Haushaltshilfen inkl. Beratung der Finanzierung</p>";54.0838949;12.1666436
"Petra Dunkel  – Demenzbegleitung und Beratung, GeriCoach";"Zarrendorfer Weg";5;18442;Krummhagen;;;"0176 10 86 57 62";;kontakt@petra-dunkel.de;https://petra-dunkel.de/;GeriCoach;"GeriCoach, Dozentinnen/Dozenten, Weiterbildung, Mobile Beratung, Demenzberatung, Angehörigenschulung, Demenz Partner - Schulungen";"<p><span style=""color: var(--wpex-text-2);"">Alltagsbegleitung, Demenzberatung, Einzelbetreuung, Entlastung von Pflegenden</span></p>";54.2311912;13.0264039
"Hotel Rügenblick";"Große Parower Str.";133;18435;Stralsund;;;"0 3831 356939-0";;rezeption@hotel-ruegenblick.de;https://hotel-ruegenblick.de/;Freizeit;Urlaub;"<p>Das Hotel hat ein Konzept für den Umgang und Urlaub von Menschen mit Demenz und ihre Angehörigen.</p>";54.3365002;13.0727043
"Pflegetherapeutisches Zentrum • pro-persona.care";Ziegelbergstraße;35;17033;Neubrandenburg;;;0395/351712000;;info@pro-persona.care;https://pro-persona.care/;Beratung;"Demenzberatung, Pflegeberatung / Private Krankenversicherung, Therapiezentrum, Ergotherapie, Physiotherapie, Gedächtnistraining, Tagespflege, Verhinderungspflege, Wohnen für Menschen mit Demenz";"<p>Öffnungszeiten:<br /> Mo. &#8211; So.:   08:00 bis 16:00</p> <p>In der Therapeutischen Tagespflege haben wir unsere Therapieangebote auf die Erhaltung und Wiedererlangung von körperlichen und geistigen Fähigkeiten ausgerichtet.<br /> Das biologisch wirksame Lichtkonzept ist speziell für Menschen, die von Demenz betroffen sind, entwickelt worden.<br /> Durch die Zusammenarbeit von Pflegenden und Therapeuten bieten wir ein gelungenes Hilfe- und Unterstützungskonzept.<br /> Weitere Informationen finden Sie unter:<br /> (<a href=""https://alzheimer-mv.de/demenzkompass/neues-angebot-eintragen/#Beispiel"">https://pro-persona.care/therapeutischetagespflege</a>)</p>";53.555724;13.2747456
"Praxis für Ergotherapie Manuela Panter";Juri-Gagarin-Rig;24;17036;Neubrandenburg;;;"0395 7760990";;praxis@manuela-panter.de;https://ergotherapie-neubrandenburg.de;Demenzberatung;"Demenzberatung, Angehörigengruppe, Ergotherapie, Angehörigenschulung, Demenz Partner - Schulungen";"<p>Aktivität + Zufriedenheit = Lebensqualität</p> <p class=""has-accent-1-color has-text-color"">Als Schwerpunktpraxis für dementielle Erkrankungen sind wir Ihre Ansprechpartner bei der ergotherapeutischen Versorgung und helfen bei der Verordnung. Wer in seinem Alltag körperlich, geistig und sozial nach eigenen Wünschen aktiv sein kann, erlebt sich selbst als gesunder Mensch und fühlt sich wohl – das gilt auch für Menschen mit Demenz.</p> <p>Der Ergotherapeut schult auch den Angehörigen darin, wie er dem Demenzkranken gut verständlich und motivierend Hilfestellung geben kann. Auch die Alltagsaktivitäten des Angehörigen sind Thema der Therapie.</p> <p>Wie kann er sich entlasten?<br /> Wer aus der Familie oder dem weiteren Umfeld kann helfen? Damit der Angehörige wieder Zeit für seine eigenen Tätigkeiten hat, seien es Erledigungen, Hobbys oder einfach nur Zeit zur Entspannung.</p> <p>Ein Angehöriger, der erfolgreich und sinnerfüllt im Alltag aktiv ist, kann ruhig und ausgeglichen seinem kranken Partner helfen, stressfrei und aktiv am täglichen Leben teilzunehmen.</p> <p>Der Ergotherapeut schult auch den Angehörigen darin, wie er dem Demenzkranken gut verständlich und motivierend Hilfestellung geben kann. Auch die Alltagsaktivitäten des Angehörigen sind Thema der Therapie.</p> <ul> <li>Wie kann er sich entlasten?</li> <li>Wer aus der Familie oder dem weiteren Umfeld kann helfen? Damit der Angehörige wieder Zeit für seine eigenen Tätigkeiten hat, seien es Erledigungen, Hobbys oder einfach nur Zeit zur Entspannung.</li> </ul> <p>Ein Angehöriger, der erfolgreich und sinnerfüllt im Alltag aktiv ist, kann ruhig und ausgeglichen seinem kranken Partner helfen, stressfrei und aktiv am täglichen Leben teilzunehmen.</p> <p>Das Gute gelingen der Alltagsaktivitäten, die einem besonders am Herzen liegen, schafft für alle Beteiligten mehr Ausgeglichenheit und stärkt das Selbstbewusstsein. Jeder Mensch will Sinnvolles tun. Moderne Ergotherapie hilft dabei.</p>";53.5678292;13.2779269
